t(ms),Vm(mV)
0.0,2.197265625
0.01,1.28173828125
0.02,1.4546712239583333
0.030000000000000006,0.9562174479166666
0.04,1.1189778645833333
0.05,0.6205240885416666
0.06000000000000001,-0.20345052083333334
0.07,-0.3560384114583333
0.08,-1.2308756510416667
0.09000000000000001,-1.220703125
0.1,-2.74658203125
0.11,-3.0415852864583335
0.12000000000000002,-4.007975260416667
0.13,-4.313151041666667
0.14,-5.574544270833333
0.15000000000000002,-6.551106770833333
0.16,-7.151285807291667
0.17,-8.066813151041666
0.18000000000000002,-8.585611979166666
0.19,-10.386149088541666
0.2,-10.538736979166666
0.21000000000000002,-11.861165364583334
0.22,-12.308756510416666
0.23,-13.916015625
0.24000000000000005,-14.546712239583334
0.25,-15.31982421875
0.26,-16.2353515625
0.27,-17.079671223958332
0.28,-18.473307291666668
0.29,-18.49365234375
0.30000000000000004,-19.927978515625
0.31,-20.32470703125
0.32,-21.881103515625
0.33000000000000007,-22.15576171875
0.34,-22.989908854166668
0.35000000000000003,-23.834228515625
0.36000000000000004,-24.759928385416668
0.37000000000000005,-25.655110677083332
0.38,-25.705973307291668
0.39000000000000007,-27.058919270833332
0.4,-27.323404947916668
0.41000000000000003,-28.554280598958332
0.42000000000000004,-28.462727864583332
0.43000000000000005,-29.541015625
0.44,-30.069986979166668
0.45000000000000007,-30.893961588541668
0.46,-31.229654947916668
0.47000000000000003,-31.524658203125
0.4800000000000001,-32.633463541666664
0.4900000000000001,-32.786051432291664
0.5,-33.732096354166664
0.51,-33.355712890625
0.52,-34.617106119791664
0.5300000000000001,-34.85107421875
0.54,-35.502115885416664
0.55,-35.46142578125
0.56,-35.929361979166664
0.5700000000000001,-36.865234375
0.58,-36.844889322916664
0.5900000000000001,-37.485758463541664
0.6000000000000001,-37.180582682291664
0.6100000000000001,-38.401285807291664
0.62,-38.167317708333336
0.63,-38.798014322916664
0.64,-38.665771484375
0.6500000000000001,-39.265950520833336
0.6600000000000001,-39.794921875
0.67,-39.703369140625
0.68,-40.130615234375
0.6900000000000001,-40.069580078125
0.7000000000000001,-41.1376953125
0.71,-40.6494140625
0.7200000000000001,-41.219075520833336
0.7300000000000001,-40.95458984375
0.7400000000000001,-41.890462239583336
0.75,-41.80908203125
0.76,-41.788736979166664
0.77,-42.17529296875
0.7800000000000001,-42.236328125
0.79,-42.948404947916664
0.8,-42.277018229166664
0.81,-42.958577473958336
0.8200000000000001,-42.643229166666664
0.8300000000000001,-43.558756510416664
0.8400000000000001,-43.141682942708336
0.8500000000000001,-43.324788411458336
0.8600000000000001,-43.51806640625
0.8700000000000001,-43.701171875
0.88,-44.057210286458336
0.89,-43.45703125
